station_id,architecture,target_variable,ablation_group,mae,mae_baseline,delta_mae,n_features
KORD,linear,MinT,NWP_atmosphere,1.044506709288745,1.0667197435816629,-0.0222130342929176,43
KORD,linear,MinT,Physics,1.0649712330803516,1.0667197435816629,-0.001748510501311,41
KORD,linear,MinT,Time,1.0711113175924365,1.0667197435816629,0.0043915740107738,44
KORD,mlp,MinT,ECMWF,1.0594713715542023,1.059123296213928,0.0003480753402744,44
KORD,mlp,MinT,Bias,1.1482404819930483,1.059123296213928,0.0891171857791206,44
KORD,mlp,MinT,Lags,1.059123296213928,1.059123296213928,0.0,42
KORD,mlp,MinT,Rolling,1.0560641311606962,1.059123296213928,-0.0030591650532316,36
KORD,mlp,MinT,NWP_atmosphere,1.0389597949684743,1.059123296213928,-0.0201635012454535,43
KORD,mlp,MinT,Physics,1.0540571547304405,1.059123296213928,-0.0050661414834873,41
KORD,mlp,MinT,Time,1.0603286376395016,1.059123296213928,0.0012053414255737,44
KMDW,catboost,MaxT,ECMWF,1.1095859971694435,1.180504458660218,-0.0709184614907743,44
KMDW,catboost,MaxT,Bias,1.1431495182464968,1.180504458660218,-0.0373549404137212,44
KMDW,catboost,MaxT,Lags,1.106369896772723,1.180504458660218,-0.0741345618874951,42
KMDW,catboost,MaxT,Rolling,1.0798252423267602,1.180504458660218,-0.1006792163334577,36
KMDW,catboost,MaxT,NWP_atmosphere,1.132174125192801,1.180504458660218,-0.048330333467417,43
